================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/a_riqueza_das_nacoes_english.txt
Estrutura de Dados: Árvore AVL
Data de execução: sábado, 12 de julho de 2025 - 12:44:15
Quantidade de palavras: 385720

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
happiest          | 3    
happily           | 1    
happiness         | 15   
happy             | 8    
harangue          | 1    
harass            | 2    
harbour           | 2    
harbours          | 1    
hard              | 6    
harden            | 1    
harder            | 2    
hardest           | 1    
hardiest          | 4    
hardiness         | 1    
hardly            | 2    
hardness          | 2    
hardship          | 14   
hardships         | 4    
hardware          | 8    
hardy             | 1    
hare              | 1    
hares             | 1    
harm              | 2    
harmless          | 2    
harrower          | 1    
harrowers         | 1    
hart              | 1    
harvest           | 10   
has               | 1105 
hastily           | 3    
hasty             | 1    
hatchets          | 1    
hate              | 1    
hated             | 2    
hath              | 1    
hatred            | 6    
hats              | 1    
hatter            | 1    
haughty           | 1    
have              | 2126 
having            | 103  
havock            | 1    
hawkers           | 2    
hawkins           | 1    
hay               | 3    
hazard            | 5    
hazarding         | 3    
hazardous         | 4    
hazards           | 3    
he                | 1265 
head              | 23   
heads             | 2    
health            | 17   
healthful         | 4    
healthy           | 2    
heap              | 2    
hear              | 4    
heard             | 13   
hearers           | 2    
hears             | 2    
heart             | 3    
hearth            | 3    
hearths           | 1    
heartier          | 1    
hearty            | 2    
heat              | 2    
heats             | 1    
heaven            | 1    
heavenly          | 1    
heavens           | 1    
heavers           | 3    
heavier           | 12   
heaviest          | 6    
heavily           | 3    
heavy             | 45   
hebrew            | 4    
hebrides          | 1    
hedge             | 1    
height            | 23   
heighten          | 3    
heightened        | 1    
heir              | 4    
heirs             | 2    
held              | 21   
help              | 9    
helpless          | 1    
hemp              | 12   
hempen            | 1    
hence             | 20   
henceforth        | 1    
henry             | 24   
heptarchy         | 1    
her               | 100  
herbs             | 1    
hercules          | 1    
herd              | 4    
herds             | 9    
herdsman          | 4    
herdsmen          | 3    
here              | 15   
hereafter         | 28   
hereditary        | 2    
hereditas         | 1    
hereditatum       | 1    
heresy            | 1    
heroes            | 1    
herring           | 12   
herrings          | 30   
herself           | 12   
hesiod            | 1    
heynaut           | 1    
hide              | 12   
hides             | 29   
higgling          | 1    
high              | 204  
higher            | 121  
highest           | 59   
highland          | 7    
highlanders       | 2    
highlands         | 10   
highly            | 10   
highroad          | 1    
highway           | 4    
highways          | 4    
hills             | 1    
him               | 452  
himself           | 162  
hinder            | 35   
hindered          | 10   
hindering         | 3    
hinders           | 16   
hindrance         | 1    
hippias           | 2    
hire              | 3    
hired             | 8    
hiring            | 5    
his               | 1444 
hispaniola        | 1    
hist              | 1    
historian         | 2    
historians        | 5    
historical        | 2    
histories         | 3    
history           | 35   
hitherto          | 30   
hoard             | 10   
hoarded           | 1    
hoarding          | 1    
hobbes            | 1    
hoeing            | 1    
hog               | 1    
hogs              | 5    
hogshead          | 6    
hogsheads         | 9    
hold              | 7    
holder            | 9    
holders           | 10   
holds             | 2    
holidays          | 1    
holland           | 78   
holstein          | 2    
holy              | 5    
homage            | 1    
home              | 299  
homely            | 2    
homemade          | 1    
homer             | 3    
honest            | 4    
honoraries        | 3    
honorarius        | 1    
honorary          | 2    
honour            | 22   
honourable        | 9    
honourableness    | 1    
honourably        | 1    
honoured          | 4    
honours           | 6    
hood              | 1    
hop               | 2    
hope              | 23   
hoped             | 4    
hopes             | 9    
hops              | 4    
horde             | 4    
horned            | 1    
horner            | 1    
horns             | 1    
horrid            | 2    
horrors           | 2    
horse             | 4    
horseback         | 2    
horses            | 16   
hose              | 2    
hospitality       | 23   
hospitals         | 1    
hostile           | 4    
hostility         | 3    
hot               | 2    
hottentots        | 1    
hound             | 2    
hour              | 6    
hour’s            | 5    
hours             | 7    
house             | 119  
housed            | 1    
household         | 29   
houses            | 98   
hovel             | 1    
how               | 102  
however           | 583  
hucksters         | 1    
hudson’s          | 4    
huge              | 1    
human             | 83   
humanity          | 10   
humanize          | 1    
humble            | 4    
hume              | 5    
humiliating       | 4    
humour            | 13   
humouring         | 1    
humours           | 1    
hundred           | 210  
hundreds          | 1    
hundredth         | 7    
hungarian         | 2    
hungary           | 6    
hunger            | 3    
hungry            | 2    
hunt              | 1    
hunted            | 1    
hunter            | 2    
hunters           | 14   
hunting           | 5    
hurry             | 1    
hurt              | 18   
hurtful           | 26   
hurting           | 2    
hurts             | 5    
husband           | 4    
husbandman        | 6    
husbandmen        | 9    
husbandry         | 20   
hussars           | 1    
hut               | 1    
hutchinson’s      | 1    
huts              | 1    
hyder             | 1    
hypertext         | 1    
hypocrisy         | 1    
hypocritical      | 1    
i                 | 387  
i.chap            | 1    
ice               | 1    
id                | 3    
idea              | 6    
ideal             | 1    
ideas             | 3    
identical         | 1    
identification    | 1    
identify          | 1    
idle              | 33   
idleness          | 12   
idly              | 1    
idyllium          | 1    
if                | 784  
ignoble           | 5    
ignominious       | 1    
ignominy          | 1    
ignorance         | 16   
ignorant          | 12   
ignorantly        | 1    
iguana            | 1    
ii                | 73   
iii               | 73   
ill               | 22   
illegal           | 1    
illegally         | 1    
illiberal         | 2    
illusory          | 1    
illustrate        | 1    
illustrated       | 2    
illustration      | 6    
illustrious       | 3    
illyrians         | 1    
images            | 2    
imaginary         | 7    
imagination       | 3    
imagine           | 30   
imagined          | 24   
imagines          | 3    
imitated          | 1    
imitation         | 3    
imitations        | 1    
immediate         | 96   
immediately       | 97   
immemorial        | 2    
immense           | 12   
immensely         | 1    
immortal          | 1    
immortality       | 2    
immoveable        | 5    
impaired          | 3    
impairs           | 1    
impartial         | 4    
impartiality      | 1    
impartially       | 3    
impassable        | 2    
impeachment       | 1    
impenetrable      | 1    
imperfect         | 9    
imperfection      | 1    
imperfections     | 3    
imperfectly       | 1    
impertinence      | 1    
impertinent       | 5    
implicit          | 1    
implicitly        | 2    
implied           | 2    
imply             | 1    
impolitic         | 2    
import            | 27   
importance        | 56   
important         | 84   
importation       | 209  
importations      | 5    
imported          | 104  
importer          | 11   
importers         | 8    
importing         | 9    
imports           | 9    
importunity       | 1    
impose            | 17   
imposed           | 128  
imposes           | 12   
imposing          | 13   
imposition        | 6    
impositions       | 4    
impossibility     | 5    
impossible        | 54   
impost            | 4    
imposts           | 3    
imposture         | 2    
impoverish        | 3    
impoverished      | 2    
impoverishment    | 2    
impracticable     | 5    
impressed         | 1    
impression        | 2    
imprison          | 1    
imprisoned        | 1    
imprisonment      | 11   
improbability     | 2    
improbable        | 8    
improper          | 23   
improperly        | 1    
impropriations    | 1    
impropriety       | 5    
improve           | 25   
improved          | 86   
improvement       | 270  
improvements      | 67   
improver          | 1    
improvers         | 4    
improves          | 6    
improvident       | 4    
improving         | 8    
imprudence        | 12   
imprudent         | 4    
impunity          | 1    
impurity          | 1    
imputation        | 1    
impute            | 4    
imputed           | 8    
imputes           | 1    
in                | 9697 
inability         | 7    
inaccuracy        | 2    
inaccurate        | 3    
inadequate        | 1    
inattention       | 1    
incapable         | 29   
incapacity        | 3    
inch              | 1    
inches            | 1    
incident          | 1    
incidental        | 1    
incidents         | 3    
incitement        | 2    
incitements       | 1    
inclemencies      | 1    
inclemency        | 1    
inclination       | 9    
inclinations      | 7    
incline           | 1    
inclined          | 4    
inclines          | 1    
inclose           | 1    
inclosed          | 4    
inclosing         | 3    
inclosure         | 4    
inclosures        | 2    
include           | 4    
included          | 5    
includes          | 2    
including         | 19   
inclusive         | 10   
income            | 7    
incomplete        | 2    
inconclusive      | 1    
inconsiderable    | 13   
inconsistency     | 1    
inconsistent      | 6    
inconstancy       | 6    
inconstant        | 1    
inconvenience     | 5    
inconveniences    | 1    
inconveniencies   | 15   
inconveniency     | 42   
inconvenient      | 15   
incorporate       | 1    
incorporated      | 13   
incorporation     | 7    
incorporations    | 3    
incorrectness     | 1    
increase          | 328  
increased         | 94   
increases         | 73   
increasing        | 95   
incredible        | 3    
inculcate         | 2    
inculcated        | 2    
inculcates        | 1    
incumbent         | 2    
incumbered        | 1    
incumbrance       | 3    
incumbrances      | 1    
incur             | 4    
incurably         | 1    
incurred          | 8    
incurring         | 4    
incurs            | 2    
incursion         | 2    
incursions        | 1    
indebted          | 5    
indecency         | 2    
indecent          | 3    
indeed            | 221  
indefinite        | 1    
indemnification   | 3    
indemnify         | 3    
indemnity         | 1    
indenture         | 1    
independency      | 10   
independent       | 74   
independently     | 4    
independents      | 1    
india             | 90   
indiaman          | 1    
indian            | 25   
indians           | 6    
indicate          | 4    
indicates         | 3    
indicating        | 1    
indication        | 4    
indications       | 1    
indies            | 102  
indifference      | 2    
indifferent       | 8    
indifferently     | 17   
indigence         | 3    
indigent          | 4    
indignation       | 13   
indigo            | 5    
indirect          | 5    
indirectly        | 24   
indispensably     | 3    
indispensibly     | 1    
indisputable      | 1    
indistinctly      | 1    
individual        | 61   
individually      | 3    
individuals       | 59   
indolence         | 4    
indolent          | 2    
indolently        | 1    
indorsed          | 1    
indorser          | 1    
indorsers         | 1    
indostan          | 27   
induce            | 2    
induced           | 8    
indulge           | 4    
indulgence        | 9    
indulgent         | 6    
indulging         | 2    
industrious       | 48   
industry          | 410  
ineffectual       | 3    
inequalities      | 10   
inequality        | 31   
inexhaustible     | 3    
inexperience      | 1    
infallible        | 3    
infallibly        | 3    
infamous          | 1    
infancy           | 7    
infant            | 1    
infantry          | 1    
infants           | 1    
infer             | 7    
inferior          | 113  
inferiority       | 8    
inferiors         | 4    
inferred          | 3    
infers            | 1    
infested          | 1    
infidelity        | 1    
infinite          | 6    
infirm            | 1    
infirmity         | 2    
inflame           | 3    
inflamed          | 2    
inflames          | 2    
inflicted         | 1    
influence         | 43   
influenced        | 7    
influencing       | 4    
inform            | 2    
information       | 19   
informed          | 18   
informs           | 1    
infringe          | 1    
infringed         | 1    
infringement      | 1    
infusing          | 1    
ingenious         | 12   
ingenuity         | 16   
ingot             | 1    
ingots            | 2    
ingraftment       | 2    
ingratitude       | 1    
inhabit           | 1    
inhabitancy       | 1    
inhabitant        | 13   
inhabitants       | 168  
inhabited         | 27   
inhabiting        | 1    
inherent          | 1    
inheritance       | 4    
inheritances      | 1    
inhospitable      | 1    
injudicious       | 6    
injure            | 2    
injured           | 4    
injuries          | 3    
injury            | 5    
injustice         | 30   
inland            | 57   
inlet             | 1    
inlets            | 1    
inn               | 3    
innocent          | 7    
inns              | 1    
innumerable       | 5    
inquire           | 5    
inquired          | 2    
inquiries         | 2    
inquiry           | 22   
inquisition       | 8    
insecure          | 1    
insensible        | 4    
insensibly        | 5    
inseparable       | 3    
inseparably       | 3    
insert            | 1    
inserted          | 1    
inserting         | 1    
insidious         | 1    
insignificancy    | 1    
insignificant     | 19   
insinuate         | 1    
insisted          | 1    
insists           | 2    
insolence         | 6    
insolent          | 2    
insolvency        | 1    
insolvent         | 1    
inspection        | 17   
inspects          | 2    
inspiration       | 1    
inspire           | 2    
inspired          | 1    
inspires          | 1    
inspiring         | 1    
instability       | 3    
installation      | 1    
instalment        | 1    
instalments       | 2    
instance          | 5    
instances         | 5    
instant           | 4    
instantaneously   | 1    
instead           | 119  
instituted        | 9    
instituting       | 1    
institution       | 38   
institutions      | 43   
instruct          | 5    
instructed        | 10   
instructing       | 3    
instruction       | 15   
instructions      | 7    
instructive       | 1    
instrument        | 38   
instruments       | 55   
insufficiency     | 3    
insufficient      | 11   
insult            | 1    
insults           | 1    
insupportable     | 3    
insurance         | 19   
insure            | 6    
insured           | 4    
insurers          | 3    
insures           | 1    
insurmountable    | 1    
insurrection      | 2    
integrity         | 1    
intellectual      | 4    
intelligence      | 2    
intelligent       | 9    
intelligible      | 2    
intemperance      | 2    
intendant         | 11   
intendants        | 1    
intended          | 34   
intending         | 1    
intends           | 7    
intent            | 2    
intention         | 10   
intentional       | 1    
intentions        | 2    
intercept         | 1    
intercourse       | 6    
interest          | 512  
interested        | 15   
interesting       | 1    
interests         | 33   
interfere         | 8    
interfered        | 2    
interference      | 2    
interior          | 13   
interlopers       | 3    
intermeddle       | 1    
intermeddled      | 1    
intermeddles      | 1    
internal          | 6    
international     | 1    
interposed        | 1    
interposing       | 1    
interposition     | 2    
interpret         | 1    
interpretation    | 2    
interpreted       | 1    
interpreting      | 1    
interrupt         | 1    
interrupted       | 6    
interrupting      | 2    
interruption      | 13   
intersected       | 1    
interval          | 4    
intervals         | 1    
intervened        | 1    
intervention      | 8    
intimated         | 1    
intimidate        | 2    
intimidated       | 1    
into              | 584  
intolerable       | 2    
intractable       | 2    
intricate         | 3    
intrinsic         | 6    
intrinsically     | 1    
introduce         | 16   
introduced        | 47   
introduces        | 6    
introducing       | 5    
introduction      | 12   
introductive      | 1    
intruders         | 1    
intruding         | 1    
intrusions        | 1    
inundations       | 1    
invade            | 2    
invaded           | 2    
invader           | 1    
invalidity        | 2    
invariable        | 5    
invasion          | 12   
invent            | 3    
invented          | 9    
inventing         | 1    
invention         | 26   
inventions        | 4    
inventive         | 1    
inventor          | 2    
inventors         | 2    
inversely         | 1    
inverted          | 1    
invested          | 1    
investigate       | 3    
investiture       | 1    
invidiosus        | 1    
invidious         | 4    
invigorating      | 2    
invincible        | 1    
inviolable        | 2    
invisible         | 5    
invite            | 1    
involved          | 5    
involves          | 1    
inward            | 1    
ionians           | 1    
ireland           | 46   
irish             | 9    
iron              | 27   
irrecoverably     | 1    
irredeemable      | 1    
irregular         | 9    
irregularity      | 2    
irregularly       | 1    
irreproachable    | 1    
irresistible      | 11   
irresistibly      | 1    
irretrievable     | 1    
irritate          | 1    
irruption         | 1    
irs               | 1    
is                | 4708 
isabella          | 2    
island            | 12   
islands           | 32   
isocrates         | 3    
issue             | 4    
issued            | 32   
issues            | 1    
issuing           | 6    
isthmian          | 1    
isthmus           | 2    
istoria           | 1    
it                | 5406 
italian           | 9    
italians          | 2    
italy             | 33   
itinerant         | 1    
its               | 1050 
itself            | 149  
iv                | 20   
ivana             | 1    
ivory             | 1    
ix                | 6    
ix.c              | 1    
jack              | 1    
jamaica           | 6    
james             | 10   
james’s           | 1    
january           | 14   
japan             | 7    
japanese          | 1    
javelin           | 2    
javelins          | 1    
jealous           | 7    
jealousy          | 9    
jersey            | 6    
jesuit            | 3    
jeweller          | 2    
jewellers         | 1    
jewels            | 2    
jews              | 1    
jobbing           | 3    
jobs              | 1    
john              | 3    
join              | 5    
joined            | 10   
joiner            | 1    
joiners           | 2    
joint             | 52   
jointly           | 3    
josiah            | 3    
journal           | 1    
journeyman        | 14   
journeyman’s      | 1    
journeymen        | 18   
journeys          | 1    
judge             | 44   
judged            | 14   
judges            | 35   
judging           | 3    
judgment          | 33   
judicabis         | 1    
judicature        | 1    
judicial          | 6    
judicious         | 15   
judiciously       | 1    
jugera            | 1    
juggling          | 2    
julius            | 2    
july              | 4    
june              | 7    
jurisdiction      | 23   
jurisdictions     | 8    
just              | 54   
justice           | 95   
justices          | 7    
justified         | 1    
justify           | 10   
justle            | 5    
justled           | 1    
justly            | 12   
jutland           | 1    
kalm              | 1    
kalm’s            | 1    
keen              | 1    
keep              | 103  
keeper            | 5    
keepers           | 9    
keeping           | 41   
keeps             | 19   
kelp              | 2    
kent              | 1    
kept              | 36   
key               | 1    
khan              | 3    
kidders           | 2    
kill              | 2    
killed            | 3    
kills             | 2    
kind              | 277  
kindness          | 4    
kindred           | 1    
kinds             | 45   
king              | 111  
king’s            | 19   
kingdom           | 76   
kingdoms          | 4    
kings             | 14   
kitchen           | 13   
knave             | 1    
knavery           | 1    
knew              | 3    
knights           | 2    
knit              | 2    
knitting          | 3    
knives            | 2    
know              | 35   
knowing           | 6    
knowingly         | 2    
knowledge         | 41   
known             | 92   
knows             | 8    
koningsberg       | 6    
l’impot           | 1    
la                | 6    
laborious         | 9    
labour            | 1011 
laboured          | 1    
labourer          | 61   
labourer’s        | 2    
labourers         | 105  
labouring         | 32   
labours           | 7    
lace              | 5    
lacedaemon        | 1    
laces             | 1    
lady              | 3    
laid              | 72   
lain              | 1    
lake              | 1    
lakes             | 2    
lama              | 1    
lamb              | 2    
lambs             | 2    
lament            | 1    
lancashire        | 1    
lancaster         | 1    
land              | 720  
landed            | 29   
landholders       | 1    
landlord          | 159  
landlord’s        | 4    
landlords         | 35   
lands             | 166  
lange             | 2    
language          | 32   
languages         | 9    
languedoc         | 3    
languid           | 3    
languished        | 1    
languishes        | 1    
languishing       | 2    
lapis             | 1    
large             | 95   
largely           | 4    
larger            | 17   
largest           | 17   
last              | 145  
lastage           | 1    
lasted            | 2    
lasting           | 5    
lastly            | 15   
lasts             | 3    
late              | 76   
lately            | 8    
lateness          | 1    
later             | 9    
latin             | 16   
latium            | 1    
latter            | 136  
laudable          | 2    
laugh             | 1    
launch            | 1    
laverdy           | 1    
law               | 239  
lawe              | 1    
lawful            | 9    
lawfully          | 2    
lawgiver          | 4    
lawns             | 3    
laws              | 133  
lawyer            | 3    
lawyers           | 7    
lay               | 39   
laying            | 6    
lays              | 5    
laziness          | 1    
lazy              | 2    
le                | 1    
lead              | 20   
leader            | 1    
leaders           | 6    
leading           | 8    
leads             | 5    
league            | 5    
leagued           | 2    
leagues           | 1    
lean              | 7    
leans             | 1    
learn             | 26   
learned           | 15   
learning          | 23   
learns            | 3    
learnt            | 4    
lease             | 26   
leased            | 2    
leasehold         | 1    
leases            | 12   
least             | 191  
leather           | 23   
leave             | 31   
leaves            | 13   
leaving           | 5    
lecture           | 2    
lectures          | 11   
lecturing         | 1    
led               | 10   
leeds             | 1    
left              | 48   
legacies          | 2    
legacy            | 2    
legal             | 38   
legally           | 4    
leghorn           | 2    
legions           | 1    
legislation       | 1    
legislative       | 3    
legislator        | 4    
legislators       | 3    
legislature       | 24   
legislatures      | 2    
leisure           | 11   
leith             | 3    
lend              | 23   
lender            | 11   
lenders           | 1    
lending           | 14   
lends             | 14   
length            | 8    
lent              | 27   
leprosy           | 1    
lerwick           | 1    
les               | 18   
less              | 548  
lessee            | 2    
lessees           | 1    
lessen            | 2    
lessening         | 5    
lessens           | 2    
lesser            | 3    
lessons           | 1    
lessor            | 1    
lest              | 10   
let               | 43   
lets              | 2    
letters           | 22   
letting           | 3    
lettre            | 1    
levant            | 1    
level             | 39   
levied            | 68   
levies            | 5    
levity            | 4    
levy              | 10   
levying           | 17   
lewis             | 3    
liability         | 3    
liable            | 74   
lib               | 5    
libels            | 1    
liberal           | 45   
liberality        | 16   
liberally         | 5    
liberated         | 2    
liberating        | 2    
liberation        | 10   
liberties         | 1    
liberty           | 85   
library           | 1    
licence           | 14   
licences          | 2    
license           | 21   
licensed          | 4    
licentious        | 2    
licentiousness    | 1    
lie               | 24   
lies              | 11   
lieu              | 7    
life              | 135  
light             | 20   
lighted           | 2    
lighten           | 1    
lightened         | 1    
lighter           | 7    
lighters          | 2    
lighting          | 1    
lightly           | 5    
lightning         | 1    
ligue             | 1    
like              | 191  
liked             | 2    
likely            | 207  
likes             | 1    
likewise          | 122  
liking            | 1    
lima              | 2    
limit             | 3    
limitation        | 7    
limited           | 49   
limits            | 10   
line              | 2    
lineal            | 2    
linen             | 63   
linens            | 1    
lines             | 1    
lingering         | 1    
linked            | 1    
links             | 3    
lionnois          | 1    
liquor            | 10   
liquors           | 27   
lisbon            | 21   
list              | 4    
listen            | 1    
listened          | 2    
lit               | 1    
literal           | 1    
literary          | 16   
litharge          | 1    
little            | 294  
live              | 59   
lived             | 13   
livelihood        | 2    
liveries          | 2    
liverpool         | 2    
livery            | 2    
lives             | 36   
living            | 28   
livre             | 1    
livres            | 21   
lizard            | 1    
load              | 7    
loaded            | 10   
loaden            | 1    
loading           | 6    
loan              | 14   
loango            | 1    
loans             | 12   
loathsome         | 1    
loaves            | 2    
local             | 24   
located           | 7    
locations         | 1    
lochaber          | 1    
lochiel           | 1    
lochs             | 2    
lock              | 2    
locke             | 3    
locked            | 1    
locks             | 1    
locksmiths        | 1    
locri             | 1    
lodge             | 4    
lodged            | 4    
lodgers           | 2    
lodges            | 2    
lodging           | 23   
lodgings          | 1    
lofty             | 1    
logic             | 3    
lombard           | 1    
lombardy          | 1    
london            | 131  
lone              | 1    
long              | 211  
longer            | 43   
longest           | 3    
look              | 10   
looked            | 5    
looks             | 2    
loom              | 5    
loose             | 5    
lord              | 24   
lord’s            | 1    
lords             | 31   
lordship          | 1    
lorenzo           | 1    
lorraine          | 1    
lose              | 24   
loser             | 7    
losers            | 5    
loses             | 12   
losing            | 8    
loss              | 98   
losses            | 16   
lost              | 28   
lot               | 4    
lots              | 1    
lotteries         | 4    
lottery           | 12   
loudest           | 2    
loudly            | 2    
louis             | 2    
love              | 7    
loved             | 1    
lover             | 2    
lovers            | 1    
loves             | 1    
low               | 83   
lower             | 102  
lowered           | 9    
lowering          | 9    
lowers            | 8    
lowest            | 76   
lowndes           | 2    
lowndes’s         | 1    
lowness           | 2    
loyalty           | 1    
lucca             | 3    
lucern            | 1    
lucian            | 1    
luck              | 1    
lucrative         | 1    
luctuosa          | 1    
lucyan            | 1    
luggage           | 1    
lumber            | 3    
luther            | 1    
lutheran          | 1    
luxuries          | 28   
luxury            | 30   
lyceum            | 1    
lycurgus          | 1    
lying             | 3    
lyons             | 3    
lysias            | 1    
m                 | 1    
macedon           | 3    
machiavel         | 2    
machiavel’s       | 1    
machinations      | 1    
machine           | 9    
machinery         | 27   
machines          | 30   
machpelah         | 1    
madder            | 2    
made              | 302  
madeira           | 3    
madeiras          | 1    
madman            | 1    
madox             | 4    
madras            | 5    
madrid            | 1    
maese             | 1    
magazine          | 2    
magazines         | 2    
magistracy        | 2    
magistrate        | 28   
magistrates       | 11   
magna             | 1    
magnanimity       | 1    
magnificence      | 10   
magnificent       | 6    
magnified         | 2    
magnify           | 1    
magnifying        | 1    
mahomet           | 1    
mahometan         | 4    
maid              | 1    
mail              | 1    
maimed            | 1    
main              | 2    
maintain          | 148  
maintained        | 75   
maintaining       | 97   
maintains         | 26   
maintenance       | 137  
maize             | 1    
majestatem        | 1    
majesty           | 5    
majesty’s         | 9    
majorazzo         | 1    
majority          | 4    
make              | 261  
maker             | 10   
makers            | 10   
makes             | 79   
making            | 87   
malacca           | 1    
male              | 3    
malice            | 3    
malicious         | 1    
malignant         | 3    
malt              | 65   
malta             | 1    
maltster          | 8    
malversation      | 5    
mamelukes         | 1    
man               | 267  
man’s             | 14   
manage            | 17   
managed           | 29   
management        | 94   
manager           | 1    
managers          | 1    
manages           | 1    
managing          | 8    
manati            | 1    
manchester        | 1    
mandamus          | 1    
mandarins         | 3    
manhood           | 1    
manifest          | 8    
manilla           | 2    
mankind           | 19   
manner            | 394  
manners           | 12   
manor             | 1    
manors            | 6    
manses            | 2    
mansion           | 1    
manual            | 1    
manufactories     | 5    
manufactory       | 6    
manufacture       | 129  
manufactured      | 46   
manufacturer      | 41   
manufacturers     | 137  
manufactures      | 309  
manufacturing     | 40   
manure            | 5    
manured           | 3    
manuring          | 2    
manuscript        | 3    
manuscripts       | 1    
many              | 407  
marannon          | 2    
march             | 8    
marched           | 2    
marches           | 1    
marco             | 4    
marcus            | 1    
marine            | 1    
mariners          | 4    
maritime          | 3    
mark              | 21   
marked            | 3    
market            | 582  
marketing         | 1    
markets           | 40   
marks             | 5    
marquis           | 1    
marquises         | 1    
marriage          | 13   
marriages         | 3    
married           | 3    
marry             | 6    
marseilles        | 2    
marshal           | 1    
mart              | 1    
martial           | 8    
martinico         | 1    
martius           | 2    
marvellous        | 3    
mary              | 6    
maryland          | 15   
mason             | 6    
masons            | 5    
masquerade        | 1    
masquerades       | 1    
mass              | 15   
massachusetts     | 4    
masses            | 3    
master            | 105  
master’s          | 7    
masterpiece       | 1    
masters           | 81   
mastiff           | 2    
masting           | 2    
masts             | 3    
match             | 1    
mater             | 1    
material          | 9    
materials         | 144  
mathematics       | 1    
matter            | 33   
matters           | 10   
matthew           | 5    
maturity          | 4    
maur              | 5    
maxim             | 11   
maxims            | 14   
maximum           | 1    
may               | 987  
maybe             | 12   
mayor             | 1    
mazepa            | 1    
me                | 8    
mead              | 1    
meal              | 11   
mean              | 46   
meanest           | 9    
meaning           | 8    
meanings          | 2    
meanly            | 1    
meanness          | 5    
means             | 214  
meant             | 24   
meantime          | 3    
measure           | 113  
measured          | 3    
measures          | 7    
meat              | 64   
mechanic          | 5    
mechanical        | 1    
mechanics         | 9    
mediately         | 1    
medicis           | 1    
mediocrity        | 4    
mediterranean     | 16   
medium            | 18   
meet              | 8    
meetings          | 1    
meets             | 1    
meggens           | 2    
melancholy        | 2    
melted            | 12   
melting           | 12   
member            | 31   
members           | 44   
memoir            | 1    
memoire           | 1    
memoires          | 15   
memoirs           | 4    
memorable         | 1    
memory            | 1    
men               | 203  
men’s             | 8    
mend              | 2    
mended            | 5    
mendicant         | 4    
mending           | 1    
mends             | 1    
menial            | 17   
mental            | 1    
mention           | 4    
mentioned         | 44   
mentions          | 1    
mentz             | 1    
mercantile        | 99   
mercenary         | 2    
mercers           | 1    
merchandize       | 1    
merchant          | 156  
merchant’s        | 2    
merchantability   | 1    
merchantable      | 8    
merchants         | 190  
mercier           | 1    
mercury           | 1    
mercy             | 3    
mere              | 31   
merely            | 27   
merit             | 17   
merks             | 1    
merovingian       | 1    
merriment         | 1    
mess              | 1    
messance          | 3    
met               | 1    
metal             | 62   
metallic          | 3    
metals            | 154  
metaphor          | 1    
metaphysical      | 1    
metaphysics       | 3    
metayer           | 2    
metayers          | 2    
meteors           | 1    
metheglin         | 1    
method            | 43   
methodical        | 2    
methodists        | 2    
methods           | 17   
methuen           | 1    
metropolis        | 1    
mexico            | 13   
michael           | 1    
michaelmas        | 2    
mid               | 1    
middle            | 29   
middling          | 20   
midst             | 5    
might             | 552  
milan             | 4    
milanese          | 2    
mild              | 4    
milder            | 2    
mildest           | 2    
mile              | 2    
miles             | 24   
miletus           | 1    
military          | 59   
militia           | 43   
militiaman        | 1    
militias          | 10   
milk              | 12   
mill              | 6    
miller            | 3    
millers           | 1    
million           | 27   
millions          | 94   
mills             | 2    
millwright        | 1    
minae             | 6    
mind              | 23   
minds             | 5    
mine              | 40   
miner             | 1    
mineral           | 2    
mineralized       | 1    
minerals          | 5    
miners            | 1    
mines             | 154  
minimeque         | 2    
mining            | 4    
minister          | 10   
ministers         | 17   
ministry          | 1    
minor             | 4    
minorca           | 3    
minority          | 6    
mint              | 54   
mints             | 6    
minute            | 2    
minutest          | 1    
mirabeau          | 1    
mirth             | 1    
misapplication    | 3    
misapplied        | 1    
misapply          | 1    
misapplying       | 1    
misapprehension   | 1    
miscarriage       | 2    
misconduct        | 7    
misdemeanour      | 2    
miserable         | 13   
miserably         | 1    
miseries          | 1    
misery            | 5    
misfortune        | 9    
misfortunes       | 8    
misinformation    | 2    
misinformed       | 1    
mislead           | 4    
misled            | 8    
mismanaged        | 3    
mismanagement     | 3    
misrepresentation | 1    
misrepresenting   | 1    
mission           | 4    
missionaries      | 1    
missionary        | 1    
mississippi       | 4    
mistake           | 3    
mistaken          | 4    
mistakes          | 1    
mistresses        | 1    
mithridates       | 1    
mix               | 2    
mixed             | 7    
mixture           | 3    
mobbish           | 2    
mode              | 18   
model             | 1    
modena            | 1    
moderate          | 98   
moderated         | 1    
moderately        | 4    
moderating        | 1    
moderation        | 12   
modern            | 50   
modes             | 3    
modesty           | 2    
modification      | 2    
modified          | 2    
modius            | 1    
modus             | 4    
moduses           | 1    
moiety            | 1    
moist             | 1    
molasses          | 5    
moluccas          | 4    
moment            | 27   
momentary         | 5    
moments           | 3    
monarch           | 2    
monarchical       | 3    
monarchies        | 11   
monarchs          | 1    
monarchy          | 9    
monasteries       | 2    
monastery         | 3    
moneta            | 1    
money             | 773  
money’s           | 3    
moneys            | 1    
monied            | 7    
monk              | 2    
monks             | 3    
monnoies          | 2    
monopolies        | 16   
monopolised       | 3    
