================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/the-secret-garden.txt
Estrutura de Dados: Árvore Rubro-Negra
Data de execução: sábado, 12 de julho de 2025 - 12:48:21
Quantidade de palavras: 84516

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
pane              | 1   
panels            | 1   
panes             | 3   
panic             | 2   
pans              | 1   
pansies           | 1   
panted            | 3   
panting           | 1   
pantry            | 1   
paper             | 6   
paperwork         | 1   
paragraph         | 11  
paragraphs        | 3   
parcels           | 1   
pardon            | 3   
parents           | 1   
park              | 9   
parrot            | 3   
parsley           | 1   
parson            | 1   
part              | 16  
parted            | 1   
particular        | 6   
particularly      | 6   
parties           | 2   
partly            | 3   
parts             | 3   
party             | 3   
pass              | 1   
passage           | 7   
passages          | 1   
passed            | 20  
passes            | 1   
passing           | 5   
passion           | 6   
passionate        | 1   
passionately      | 1   
past              | 8   
pat               | 6   
patch             | 2   
patched           | 1   
patches           | 2   
path              | 10  
pathetic          | 1   
pathetically      | 1   
paths             | 8   
pathways          | 1   
patience          | 1   
patient           | 4   
patient’s         | 1   
patted            | 2   
pattering         | 1   
paused            | 8   
paws              | 2   
pay               | 2   
paying            | 3   
payments          | 3   
peace             | 1   
peaceful          | 1   
peach             | 1   
pearls            | 1   
pearly            | 1   
peck              | 2   
pecked            | 2   
peckin            | 1   
pecking           | 1   
peculiar          | 4   
peculiarities     | 1   
peddlin           | 1   
peel              | 1   
peep              | 1   
peeped            | 3   
peering           | 1   
pen               | 4   
pence             | 1   
penny             | 3   
people            | 88  
people’s          | 2   
perceiving        | 1   
perched           | 9   
perennial         | 1   
perfect           | 1   
perfectly         | 2   
perform           | 1   
performance       | 1   
performances      | 1   
performed         | 1   
performing        | 3   
perhaps           | 96  
periodic          | 1   
permanent         | 1   
permission        | 13  
permitted         | 2   
perplexed         | 2   
persevered        | 1   
persisted         | 3   
persistently      | 1   
person            | 31  
person’s          | 1   
persuade          | 1   
persuaded         | 1   
pert              | 1   
pet               | 1   
pets              | 1   
pettish           | 1   
pewter            | 1   
pg                | 1   
pglaf             | 1   
pheasant          | 2   
pheasants         | 1   
phil              | 1   
phin              | 1   
phœbe             | 1   
photograph        | 1   
phrase            | 4   
phrases           | 1   
physical          | 2   
pick              | 6   
picked            | 5   
picking           | 1   
picture           | 20  
pictures          | 17  
piece             | 13  
pieces            | 4   
pierce            | 1   
pig               | 5   
pigs              | 1   
pile              | 1   
pilgrimage        | 1   
pillow            | 11  
pillows           | 3   
pills             | 1   
pin               | 3   
pinafores         | 1   
pinch             | 1   
pinched           | 5   
pink              | 8   
pinks             | 1   
pipe              | 7   
piped             | 1   
pipes             | 2   
pipin             | 3   
piping            | 2   
pips              | 1   
pitcher           | 8   
pitcher’s         | 1   
pitifully         | 1   
pitifulness       | 1   
pity              | 1   
pitying           | 1   
pityingly         | 1   
place             | 75  
places            | 16  
plain             | 22  
plainer           | 1   
plainly           | 3   
plains            | 1   
plan              | 2   
planned           | 4   
plannin           | 1   
planning          | 1   
plans             | 2   
plant             | 10  
planted           | 8   
plantin           | 2   
planting          | 1   
plants            | 5   
plate             | 1   
plates            | 4   
platform          | 1   
play              | 27  
played            | 6   
playin            | 3   
playing           | 12  
plays             | 4   
pleaded           | 2   
pleasant          | 1   
please            | 25  
pleased           | 23  
pleases           | 3   
pleasure          | 7   
plenty            | 6   
pluck             | 2   
plucked           | 1   
plum              | 3   
plumaged          | 1   
plump             | 3   
plumpin           | 1   
pocket            | 14  
pockets           | 2   
point             | 1   
pointed           | 3   
pointin           | 1   
pointing          | 7   
points            | 12  
poison            | 1   
poisoned          | 1   
poke              | 2   
pokin             | 1   
poking            | 2   
polish            | 1   
polished          | 2   
polishin          | 1   
polishing         | 4   
polite            | 4   
pondered          | 1   
ponies            | 5   
pony              | 6   
pool              | 2   
poor              | 29  
poppies           | 4   
poppy             | 4   
popular           | 1   
porridge          | 3   
portal            | 1   
portrait          | 1   
portraits         | 5   
position          | 1   
positively        | 2   
possessed         | 2   
possession        | 3   
possibility       | 2   
possible          | 15  
possibly          | 2   
posted            | 10  
pot               | 3   
potato            | 1   
potatoes          | 5   
pother            | 1   
pots              | 1   
pounce            | 2   
pound             | 2   
pour              | 1   
poured            | 7   
pouring           | 7   
power             | 2   
powerful          | 1   
practical         | 2   
practically       | 1   
practice          | 2   
practise          | 2   
praise            | 5   
prayer            | 2   
preach            | 1   
preen             | 1   
preference        | 1   
prejudice         | 1   
preparations      | 1   
prepare           | 4   
prepared          | 2   
preparing         | 2   
presence          | 1   
present           | 5   
presently         | 10  
presents          | 1   
preserve          | 1   
pressed           | 3   
presume           | 1   
pretend           | 2   
pretended         | 2   
pretendin         | 1   
pretending        | 3   
prettier          | 2   
prettiest         | 5   
pretty            | 25  
prevent           | 2   
previous          | 1   
previously        | 1   
pride             | 4   
priest            | 2   
primroses         | 1   
prince            | 2   
princess          | 1   
print             | 7   
printed           | 5   
printin           | 1   
private           | 1   
privately         | 4   
prize             | 2   
probably          | 6   
problem           | 1   
proceeded         | 2   
process           | 1   
processing        | 1   
procession        | 4   
produce           | 1   
produced          | 1   
production        | 1   
professor         | 1   
profit            | 1   
profits           | 1   
prohibition       | 1   
project           | 88  
prominently       | 2   
promoting         | 2   
promotion         | 1   
prompted          | 1   
promptly          | 1   
pronouncing       | 1   
proofread         | 1   
proper            | 1   
property          | 2   
proprietary       | 1   
protect           | 2   
protected         | 5   
protecting        | 1   
protector         | 1   
protested         | 4   
proud             | 6   
proudly           | 1   
provide           | 8   
provided          | 5   
providing         | 4   
provision         | 1   
provisions        | 1   
prune             | 1   
pruned            | 1   
prunin            | 2   
public            | 4   
puddin            | 1   
pudding           | 1   
puffed            | 2   
puffs             | 2   
pull              | 5   
pulled            | 12  
pullin            | 1   
pulse             | 2   
pulses            | 1   
punitive          | 1   
puppies           | 2   
pure              | 3   
purple            | 13  
purplish          | 1   
purpose           | 5   
purse             | 1   
push              | 20  
pushed            | 21  
pushes            | 1   
pushing           | 9   
put               | 77  
puts              | 1   
putting           | 7   
puzzle            | 1   
puzzled           | 15  
quality           | 1   
quarreling        | 1   
quarter           | 2   
quarters          | 3   
quavered          | 2   
queen             | 1   
queer             | 57  
queerer           | 1   
queerest          | 2   
queerly           | 1   
question          | 12  
questioned        | 1   
questions         | 24  
quick             | 12  
quickly           | 22  
quiet             | 18  
quieter           | 2   
quietest          | 1   
quietly           | 9   
quite             | 186 
quivering         | 1   
quivers           | 1   
rabbit            | 6   
rabbit’s          | 2   
rabbits           | 7   
race              | 2   
radiant           | 1   
radiantly         | 1   
radishes          | 1   
rage              | 6   
raging            | 2   
railroad          | 1   
railway           | 3   
rain              | 25  
raindrops         | 1   
rained            | 1   
rainin            | 1   
raining           | 1   
rains             | 4   
rainstorm         | 1   
rainy             | 4   
rajah             | 25  
rajah’s           | 1   
rajahs            | 3   
rake              | 3   
raking            | 1   
ramble            | 3   
rambling          | 1   
ran               | 32  
rang              | 1   
rapidly           | 3   
rapture           | 1   
rapturous         | 1   
rare              | 5   
rarely            | 2   
raspberry         | 1   
raspingly         | 1   
rate              | 4   
rather            | 73  
rational          | 1   
rats              | 2   
rattled           | 1   
raved             | 2   
raven             | 1   
ravenous          | 1   
rays              | 3   
re                | 2   
reach             | 1   
reached           | 9   
reaching          | 3   
read              | 23  
readable          | 2   
readier           | 1   
readin            | 2   
readiness         | 1   
reading           | 2   
ready             | 11  
real              | 17  
reality           | 2   
realization       | 1   
realize           | 2   
realized          | 8   
really            | 52  
reason            | 9   
reasonable        | 1   
rebellious        | 1   
recall            | 1   
receipt           | 2   
receive           | 4   
received          | 7   
receiving         | 1   
recently          | 1   
recluse           | 1   
recollection      | 1   
recollections     | 1   
recover           | 1   
recovered         | 3   
red               | 42  
redbreast         | 2   
reddenin          | 1   
redder            | 1   
reddish           | 2   
redistribute      | 1   
redistributing    | 2   
redistribution    | 2   
references        | 2   
reflected         | 2   
reflecting        | 2   
reflective        | 2   
reflectively      | 1   
refund            | 10  
refuse            | 1   
refused           | 2   
registered        | 2   
registers         | 1   
regretfully       | 1   
regular           | 2   
regularly         | 2   
regulating        | 1   
reigned           | 1   
relating          | 1   
relations         | 1   
relaxed           | 2   
release           | 1   
released          | 1   
relented          | 1   
relief            | 3   
relieved          | 7   
religious         | 1   
reluctance        | 1   
reluctantly       | 1   
remade            | 1   
remain            | 4   
remained          | 3   
remaining         | 1   
remark            | 1   
remarkable        | 3   
remarked          | 1   
remarks           | 2   
remedies          | 1   
remember          | 19  
remembered        | 31  
remembering       | 10  
remembers         | 2   
remembrance       | 1   
remind            | 2   
reminded          | 4   
remote            | 1   
remotest          | 1   
remove            | 1   
removed           | 4   
renamed           | 1   
renewed           | 1   
rent              | 1   
repacked          | 1   
repeat            | 1   
repeated          | 4   
repeating         | 1   
replace           | 1   
replaced          | 1   
replacement       | 5   
replied           | 9   
reply             | 1   
replying          | 1   
report            | 1   
reported          | 1   
reports           | 1   
reposeful         | 1   
representations   | 1   
repress           | 1   
reproachful       | 1   
reproachfully     | 1   
request           | 1   
require           | 1   
required          | 1   
requirements      | 4   
research          | 2   
resent            | 2   
resented          | 1   
resentful         | 2   
respectable       | 2   
respectful        | 1   
response          | 1   
responsible       | 1   
rest              | 22  
rested            | 2   
resting           | 4   
restive           | 1   
restlessly        | 4   
restrain          | 1   
restrictions      | 2   
result            | 1   
results           | 1   
retorted          | 2   
return            | 5   
returned          | 10  
returning         | 1   
returns           | 1   
reveal            | 2   
revealed          | 5   
revealing         | 1   
revelation        | 1   
revenue           | 1   
reverence         | 1   
reverent          | 1   
rheumatic         | 1   
rheumatics        | 7   
rhododendron      | 1   
rib               | 1   
ribbon            | 1   
rice              | 1   
rich              | 7   
riches            | 2   
richly            | 1   
ride              | 1   
riding            | 3   
rift              | 1   
right             | 30  
rimmed            | 4   
rind              | 1   
ring              | 5   
ringing           | 1   
rings             | 2   
riot              | 1   
rippling          | 1   
riquet            | 1   
rise              | 3   
risen             | 3   
risin             | 1   
rising            | 4   
rithmetic         | 1   
roach             | 15  
road              | 5   
roam              | 1   
roamin            | 1   
roar              | 1   
roared            | 1   
roast             | 1   
roasted           | 2   
robbed            | 1   
robes             | 1   
robin             | 106 
robin’s           | 3   
robins            | 4   
rock              | 2   
rocked            | 1   
rockery           | 1   
rolled            | 2   
romping           | 2   
rook              | 5   
room              | 104 
rooms             | 21  
root              | 3   
rooted            | 1   
roots             | 8   
rope              | 14  
rope’s            | 1   
ropes             | 2   
rose              | 28  
rosebush          | 1   
rosebushes        | 1   
roses             | 35  
rosy              | 2   
rough             | 15  
roughly           | 1   
round             | 103 
rounded           | 1   
rounder           | 2   
rouse             | 1   
roused            | 1   
route             | 2   
row               | 3   
royal             | 6   
royalties         | 3   
royalty           | 3   
rub               | 4   
rubbed            | 7   
rubber            | 1   
rubbing           | 4   
rubies            | 3   
ruby              | 1   
ruddy             | 1   
rude              | 4   
ruffled           | 1   
ruffling          | 1   
ruffs             | 1   
rug               | 8   
rugs              | 3   
rules             | 2   
rumors            | 1   
run               | 33  
runnin            | 2   
running           | 17  
runs              | 1   
rush              | 1   
rushed            | 7   
rushing           | 4   
rust              | 3   
rustic            | 1   
rustling          | 4   
rusty             | 3   
s                 | 3   
sacrificing       | 1   
sad               | 2   
sadder            | 1   
sadly             | 1   
safe              | 16  
safely            | 1   
safer             | 1   
safest            | 1   
sahib             | 8   
said              | 830 
saidie            | 1   
sail              | 1   
sailor            | 1   
sake              | 1   
salaam            | 2   
salaamed          | 1   
salaams           | 2   
sale              | 1   
sallow            | 3   
salt              | 3   
salute            | 1   
salver            | 1   
same              | 49  
sand              | 1   
sang              | 12  
sarah             | 1   
sarcastic         | 1   
sat               | 71  
satans            | 1   
satin             | 4   
satiny            | 1   
satisfaction      | 2   
satisfied         | 1   
satisfy           | 1   
satisfying        | 2   
saturday          | 1   
sauce             | 1   
saucers           | 1   
savage            | 3   
save              | 4   
saved             | 1   
saves             | 1   
savin             | 2   
saving            | 1   
saw               | 81  
say               | 71  
sayin             | 6   
saying            | 22  
says              | 72  
scales            | 1   
scampered         | 1   
scamperin         | 1   
scarce            | 5   
scarcely          | 25  
scared            | 2   
scarlet           | 8   
scattered         | 1   
scene             | 2   
scenery           | 1   
scenes            | 2   
scent             | 9   
scented           | 3   
scents            | 5   
school            | 4   
scientific        | 15  
scold             | 1   
scolds            | 1   
score             | 1   
scores            | 1   
scorn             | 1   
scotland          | 1   
scowl             | 1   
scowled           | 1   
scramble          | 3   
scrambled         | 3   
scrap             | 2   
scraped           | 1   
scraps            | 1   
scratch           | 1   
scratched         | 2   
scratchin         | 1   
scrawny           | 2   
scream            | 13  
screamed          | 2   
screamin          | 1   
screaming         | 4   
screams           | 2   
scuffle           | 1   
scuffling         | 1   
scullery          | 2   
scullerymaid      | 1   
sea               | 5   
search            | 2   
searched          | 1   
searchin          | 1   
seaside           | 2   
season            | 3   
seat              | 5   
seated            | 1   
seating           | 1   
seats             | 3   
second            | 17  
seconds           | 1   
secrecy           | 1   
secret            | 74  
secrete           | 1   
secretly          | 6   
secrets           | 5   
section           | 7   
sections          | 1   
secure            | 1   
see               | 208 
seed              | 8   
seeds             | 21  
seein             | 2   
seeing            | 7   
seem              | 27  
seemed            | 138 
seemin            | 1   
seeming           | 3   
seems             | 13  
seen              | 67  
sees              | 7   
seldom            | 2   
self              | 5   
selfish           | 9   
sell              | 1   
send              | 19  
sendin            | 1   
sending           | 4   
sense             | 9   
senses            | 2   
sensible          | 4   
sensiblest        | 1   
sensitive         | 1   
sent              | 24  
sentence          | 5   
sentiment         | 1   
separate          | 1   
series            | 1   
serious           | 5   
seriously         | 4   
sermon            | 1   
servant           | 9   
servants          | 32  
serve             | 1   
served            | 1   
service           | 2   
servile           | 1   
servitor          | 1   
ses               | 1   
set               | 36  
sets              | 2   
settin            | 1   
setting           | 1   
settled           | 4   
settling          | 1   
seven             | 4   
several           | 16  
severe            | 1   
sew               | 1   
sewed             | 1   
sh                | 1   
shabby            | 1   
shade             | 3   
shadow            | 4   
shadowy           | 1   
shaggy            | 1   
shake             | 4   
shaken            | 1   
shaking           | 8   
shaky             | 1   
shall             | 72  
shan’t            | 3   
shape             | 2   
shaped            | 2   
shapes            | 2   
shapin            | 1   
share             | 2   
shared            | 1   
sharing           | 1   
sharp             | 15  
sharply           | 4   
she               | 1790
she’d             | 7   
she’ll            | 8   
she’s             | 23  
sheaves           | 2   
shed              | 2   
sheep             | 4   
sheer             | 1   
sheet             | 1   
sheets            | 1   
shell             | 12  
shell’s           | 1   
shells            | 2   
shilling          | 2   
shillings         | 4   
shine             | 2   
shines            | 2   
shinin            | 2   
shining           | 9   
ship              | 1   
shirt             | 1   
shivering         | 2   
shock             | 1   
shoes             | 4   
shone             | 3   
shook             | 13  
shoot             | 1   
shop              | 4   
shore             | 1   
short             | 12  
shorter           | 1   
shortly           | 2   
should            | 69  
shoulder          | 14  
shoulders         | 10  
shouldn’t         | 7   
shout             | 5   
shouted           | 7   
shoutin           | 1   
shouting          | 3   
shouts            | 2   
show              | 19  
showed            | 23  
showin            | 2   
showing           | 5   
shown             | 3   
shows             | 2   
shrank            | 1   
shrewd            | 3   
shrewdly          | 1   
shriek            | 1   
shrieked          | 1   
shrinking         | 1   
shrubbery         | 8   
shrubs            | 3   
shrunk            | 1   
shuddered         | 1   
shuddering        | 2   
shut              | 35  
shuts             | 1   
shutting          | 2   
shuttle           | 1   
shy               | 3   
shyer             | 1   
shyly             | 1   
shyness           | 1   
sick              | 3   
sickly            | 6   
side              | 38  
sides             | 2   
sideways          | 1   
sidled            | 1   
sigh              | 1   
sighed            | 4   
sight             | 22  
sign              | 1   
signal            | 1   
signet            | 1   
significant       | 1   
signs             | 2   
silence           | 6   
silent            | 8   
silently          | 2   
silk              | 6   
silly             | 7   
silver            | 5   
simple            | 9   
simplest          | 1   
simply            | 2   
since             | 21  
sinetifik         | 1   
sing              | 15  
singin            | 5   
singing           | 5   
single            | 3   
sings             | 1   
singular          | 3   
sinking           | 1   
sir               | 43  
sister            | 5   
sisters           | 7   
sit               | 15  
sits              | 1   
sittin            | 3   
sitting           | 22  
six               | 6   
sixteen           | 2   
size              | 3   
sizes             | 1   
sizzling          | 1   
skies             | 1   
skin              | 2   
skins             | 1   
skip              | 15  
skipped           | 11  
skippin           | 7   
skipping          | 13  
sky               | 25  
skylark           | 1   
skylarks          | 5   
slammed           | 1   
slamp             | 1   
slanting          | 4   
slap              | 1   
slapped           | 6   
slapping          | 1   
sleep             | 27  
sleepy            | 3   
sleeve            | 2   
sleeves           | 1   
slender           | 2   
slept             | 10  
slice             | 2   
slices            | 2   
slight            | 4   
slightest         | 1   
slightly          | 2   
slim              | 1   
slip              | 6   
slipped           | 7   
slipping          | 1   
slow              | 9   
slowly            | 49  
slunk             | 1   
sly               | 1   
slyly             | 1   
small             | 20  
smaller           | 2   
smart             | 2   
smell             | 8   
smellin           | 2   
smelling          | 1   
smells            | 5   
smelt             | 1   
smile             | 16  
smiled            | 13  
smiles            | 1   
smiling           | 8   
smothered         | 1   
smothering        | 1   
snake             | 5   
snakes            | 3   
snapdragon        | 1   
snapped           | 4   
snatching         | 1   
sneered           | 1   
sneeze            | 2   
sniff             | 3   
sniffed           | 4   
sniffin           | 2   
sniffing          | 4   
snore             | 1   
snorts            | 1   
snow              | 6   
snowdrops         | 9   
snowy             | 1   
snubbed           | 1   
snubbing          | 1   
so                | 356 
soaked            | 1   
soared            | 1   
soarin            | 1   
soart             | 2   
sob               | 2   
sobbed            | 3   
sobbing           | 4   
sobs              | 2   
sod               | 1   
sofa              | 17  
soft              | 29  
softened          | 1   
softly            | 21  
softness          | 2   
soil              | 10  
soldiers          | 2   
solemn            | 5   
solemnity         | 2   
solemnly          | 5   
solicit           | 2   
solicitation      | 1   
some              | 100 
somebody          | 2   
somehow           | 17  
someone           | 24  
someone’ll        | 1   
someone’s         | 1   
somethin          | 10  
something         | 102 
sometime          | 7   
sometimes         | 45  
somewhat          | 2   
somewhere         | 8   
son               | 2   
song              | 16  
songs             | 2   
sons              | 1   
soon              | 16  
soot              | 20  
soothed           | 2   
soothing          | 2   
sorrier           | 1   
sorrow            | 1   
sorrowful         | 1   
sorry             | 20  
sort              | 47  
sorts             | 8   
soul              | 7   
souls             | 1   
sound             | 37  
sounded           | 9   
sounding          | 1   
soundly           | 1   
sounds            | 26  
sour              | 17  
source            | 1   
sources           | 1   
sourer            | 1   
sourly            | 1   
sovereign         | 1   
sowerby           | 31  
sowerby’s         | 7   
sown              | 1   
space             | 3   
spade             | 22  
span              | 1   
spare             | 1   
spared            | 1   
sparkle           | 1   
sparkling         | 1   
speak             | 22  
speaking          | 15  
special           | 2   
specified         | 2   
speck             | 1   
speech            | 8   
speed             | 2   
spell             | 4   
spellbound        | 1   
spellin           | 1   
spend             | 2   
spent             | 6   
speriment         | 1   
spick             | 1   
spike             | 1   
spikes            | 1   
spilling          | 1   
spine             | 4   
spires            | 1   
spirit            | 2   
spirits           | 5   
spite             | 11  
spiteful          | 1   
splash            | 1   
splashes          | 1   
splashing         | 1   
splendid          | 5   
spoil             | 2   
spoiled           | 6   
spoke             | 36  
spoken            | 7   
spoon             | 1   
sports            | 1   
spot              | 2   
spots             | 3   
sprang            | 6   
spray             | 2   
sprays            | 7   
spread            | 17  
spreading         | 3   
spring            | 16  
springing         | 1   
springs           | 1   
springtime        | 15  
springtime’s      | 2   
sprouting         | 2   
sprung            | 2   
square            | 1   
squawks           | 1   
squeaking         | 1   
squeezed          | 1   
squirrel          | 7   
squirrels         | 9   
stable            | 2   
staff             | 1   
stage             | 1   
stagnant          | 1   
staircase         | 2   
stairs            | 3   
stalk             | 1   
stammered         | 5   
stamp             | 1   
stamped           | 3   
stamping          | 2   
stand             | 27  
standard          | 5   
standin           | 1   
standing          | 33  
stands            | 4   
stare             | 11  
stared            | 35  
stares            | 2   
starin            | 2   
staring           | 8   
stars             | 2   
start             | 10  
started           | 7   
starting          | 3   
startle           | 1   
startled          | 16  
startles          | 1   
startling         | 1   
startlingly       | 1   
starvation        | 1   
starve            | 1   
state             | 9   
state’s           | 1   
statements        | 1   
states            | 19  
station           | 8   
stations          | 1   
status            | 4   
stay              | 35  
stayed            | 12  
staying           | 3   
stays             | 1   
stead             | 1   
steadied          | 1   
steadily          | 6   
steady            | 5   
stealing          | 1   
steam             | 1   
steel             | 1   
stems             | 2   
step              | 6   
stepladder        | 1   
stepped           | 3   
stepping          | 2   
steps             | 6   
sternly           | 1   
stick             | 4   
stickin           | 1   
sticking          | 3   
sticks            | 2   
stiff             | 7   
stiffer           | 1   
stiffest          | 1   
stiffly           | 4   
stifle            | 1   
stifling          | 1   
still             | 73  
stiller           | 2   
stillness         | 7   
stills            | 1   
stimulated        | 1   
stimulating       | 1   
stir              | 1   
stirred           | 4   
stirrin           | 1   
stirring          | 5   
stockin           | 1   
stocking          | 2   
stockings         | 4   
stolen            | 1   
stomach           | 3   
stomachs          | 1   
stone             | 4   
stones            | 7   
stony             | 1   
stood             | 69  
stool             | 8   
stooped           | 2   
stooping          | 1   
stop              | 25  
stopped           | 54  
stopping          | 4   
stops             | 2   
store             | 1   
stored            | 1   
stories           | 10  
storm             | 2   
storm’s           | 1   
story             | 8   
stout             | 3   
stoutly           | 5   
straggled         | 1   
straight          | 15  
straightened      | 1   
straightening     | 1   
straighter        | 4   
strange           | 50  
strangely         | 3   
stranger          | 3   
strangers         | 2   
strangest         | 5   
straw             | 1   
streaked          | 1   
streaks           | 1   
stream            | 4   
streamed          | 2   
streaming         | 3   
streams           | 1   
street            | 1   
strength          | 9   
stretch           | 2   
stretched         | 4   
stretching        | 1   
stricken          | 1   
strict            | 1   
strike            | 2   
string            | 1   
strings           | 1   
stringy           | 1   
strip             | 1   
striped           | 1   
stroke            | 2   
stroked           | 2   
stroking          | 1   
strong            | 33  
stronger          | 15  
strongest         | 3   
strongly          | 3   
struck            | 2   
struggle          | 1   
stubborn          | 1   
stubbornly        | 3   
stuck             | 6   
studded           | 1   
study             | 3   
stuff             | 2   
stuffed           | 1   
stumbling         | 1   
stump             | 1   
stupid            | 3   
sturdy            | 4   
subject           | 3   
submitted         | 1   
subscribe         | 1   
subservient       | 1   
substantial       | 1   
succeeded         | 2   
succeeds          | 1   
such              | 84  
suck              | 1   
sudden            | 15  
suddenly          | 44  
sufficient        | 1   
sufficiently      | 1   
sugar             | 2   
suggest           | 1   
suggested         | 10  
suggestion        | 2   
suggestive        | 1   
suits             | 1   
sulky             | 1   
summat            | 1   
summer            | 9   
sun               | 38  
sun’s             | 1   
sunday            | 1   
sung              | 3   
sunlight          | 2   
sunlit            | 1   
sunniest          | 1   
sunny             | 1   
sunrise           | 2   
sunset            | 1   
sunshine          | 9   
sup               | 1   
superb            | 1   
supper            | 6   
supplied          | 1   
support           | 5   
supported         | 2   
suppose           | 11  
supposed          | 2   
suppressed        | 1   
sure              | 70  
surely            | 3   
surly             | 6   
surprise          | 6   
surprised         | 11  
surprising        | 1   
surrounding       | 1   
survive           | 1   
susan             | 23  
suspect           | 2   
suspicion         | 1   
swallow           | 1   
swallowed         | 1   
swamp             | 1   
swarm             | 1   
sway              | 3   
swayin            | 1   
swaying           | 2   
sweat             | 1   
sweep             | 1   
sweet             | 12  
sweeter           | 1   
sweetest          | 2   
sweetly           | 1   
sweetness         | 1   
sweets            | 1   
swelled           | 1   
swellin           | 1   
swelling          | 3   
swept             | 7   
swiftly           | 1   
swim              | 1   
swing             | 1   
swingin           | 1   
swinging          | 7   
swish             | 1   
switzerland       | 1   
swollen           | 2   
swum              | 1   
swung             | 2   
sylum             | 1   
sympathetic       | 2   
sympathetically   | 1   
sympathy          | 1   
synonymous        | 1   
t’other           | 2   
table             | 14  
tactless          | 1   
tail              | 5   
tailed            | 1   
take              | 45  
taken             | 20  
takes             | 3   
takin             | 2   
taking            | 8   
talk              | 76  
talkative         | 1   
talked            | 41  
talkin            | 7   
talking           | 20  
talks             | 7   
tall              | 9   
taller            | 2   
tallest           | 2   
tame              | 2   
tamed             | 1   
tangle            | 5   
tangled           | 2   
tangles           | 1   
tantrum           | 9   
tantrums          | 7   
tantum            | 1   
tapestried        | 1   
tapestries        | 1   
tapestry          | 7   
tastes            | 1   
taters            | 2   
taught            | 7   
tax               | 6   
taxes             | 1   
tea               | 17  
teach             | 2   
teaches           | 1   
teaching          | 1   
tear              | 2   
tears             | 8   
tease             | 2   
teasing           | 1   
teeth             | 4   
tell              | 103 
tellin            | 1   
telling           | 4   
tells             | 1   
temper            | 10  
tempered          | 4   
temperedly        | 1   
tempers           | 5   
temple            | 2   
temples           | 1   
temporarily       | 1   
tempt             | 1   
tempting          | 1   
ten               | 41  
tend              | 2   
tended            | 1   
tender            | 4   
tenderly          | 1   
tenderness        | 1   
tending           | 1   
tendrils          | 3   
terms             | 22  
terrace           | 1   
terrible          | 2   
terrified         | 1   
terror            | 4   
terrors           | 2   
testily           | 2   
texts             | 1   
th                | 371 
tha               | 228 
tha’d             | 15  
tha’ll            | 18  
tha’lt            | 7   
tha’rt            | 20  
tha’s             | 31  
tha’self          | 2   
tha’st            | 2   
than              | 104 
thank             | 8   
thankful          | 2   
thankfully        | 1   
thanking          | 1   
that              | 795 
that’d            | 1   
that’s            | 52  
the               | 2972
thee              | 90  
their             | 103 
theirselves       | 2   
them              | 244 
them’s            | 4   
themselves        | 37  
then              | 164 
there             | 366 
there’d           | 4   
there’ll          | 5   
there’s           | 74  
these             | 25  
they              | 435 
they’d            | 6   
they’ll           | 7   
they’re           | 29  
they’s            | 1   
they’ve           | 7   
thick             | 22  
thickening        | 1   
thicker           | 2   
thickly           | 3   
thin              | 32  
thine             | 1   
thing             | 95  
things            | 203 
think             | 127 
thinkin           | 10  
thinking          | 55  
thinks            | 13  
thinness          | 1   
third             | 1   
thirsty           | 2   
thirteen          | 2   
thirty            | 1   
this              | 274 
thistle           | 1   
thorn             | 2   
thoroughly        | 1   
those             | 23  
though            | 53  
thought           | 164 
thoughtful        | 4   
thoughtfully      | 2   
thoughts          | 12  
thousand          | 5   
thousands         | 15  
thowt             | 2   
threatened        | 1   
threatening       | 1   
threateningly     | 1   
three             | 19  
threepence        | 1   
threw             | 15  
thrill            | 1   
thrilling         | 3   
thrive            | 1   
thrived           | 1   
thrives           | 1   
throat            | 8   
through           | 79  
throughout        | 1   
throw             | 6   
throwed           | 1   
throwing          | 1   
thrown            | 6   
throws            | 1   
thrush            | 7   
thrushes          | 2   
thrust            | 1   
thumb             | 1   
thump             | 2   
thus              | 1   
thwaite           | 10  
thy               | 21  
thysel            | 10  
thysen            | 2   
tidy              | 4   
tied              | 3   
tigers            | 3   
tight             | 3   
tighter           | 2   
tightly           | 2   
till              | 15  
tilted            | 4   
tilting           | 2   
time              | 124 
times             | 26  
timid             | 2   
tin               | 1   
tinge             | 1   
tiniest           | 1   
tint              | 1   
tints             | 1   
tiny              | 21  
tip               | 1   
tire              | 3   
tired             | 34  
tiredness         | 1   
tires             | 1   
tiresome          | 2   
tiring            | 1   
title             | 1   
to                | 2085
toast             | 2   
today             | 17  
toddling          | 1   
together          | 32  
told              | 82  
tomorrow          | 10  
tone              | 4   
tongue            | 1   
tonight           | 1   
too               | 111 
took              | 54  
tools             | 8   
toothache         | 2   
top               | 15  
topmost           | 1   
tops              | 8   
torn              | 1   
torrent           | 1   
torrents          | 2   
tossed            | 1   
totter            | 1   
touch             | 2   
touched           | 10  
touches           | 1   
touching          | 2   
tough             | 2   
tousled           | 1   
toward            | 28  
towards           | 2   
toy               | 1   
toys              | 4   
tracts            | 1   
trademark         | 14  
trailed           | 1   
trailing          | 3   
trails            | 1   
train             | 3   
trained           | 6   
tramp             | 1   
tramped           | 1   
